Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ParentId,ClosedDate,OwnerDisplayName
2299,2,,1478561861,1,,3526,,,,0,,2274,,
2300,2,,1478576304,1,,198,,,,0,,2226,,
2301,1,,1478589334,2,107,3539,Retrieving answers for general questions,"machine-learning,deep-learning,natural-language",2,2,,,,
2302,1,,1478593482,2,78,3542,What is the most effective way to build a classifier?,"classification,natural-language-processing",1,0,1,,,
2303,1,3159,1478649787,2,77,1442,What linear rectifier is better?,"neural-networks,convolutional-neural-networks,architecture",1,1,,,,
2304,2,,1478650030,1,,3548,,,,0,,2277,,
2305,2,,1478650329,2,,3548,,,,15,,2274,,
2306,1,,1478654399,7,583,3550,What are the top artificial intelligence journals?,research,4,0,4,,1497521285,
2307,2,,1478668855,4,,1807,,,,0,,2306,,
2308,2,,1478678095,1,,3556,,,,0,,2302,,
2310,2,,1478714595,2,,3561,,,,0,,2306,,
2311,2,,1478720502,4,,33,,,,0,,2306,,
2312,2,,1478720880,1,,33,,,,0,,2301,,
2313,2,,1478721146,4,,33,,,,1,,2285,,
2314,1,,1478732527,1,64,3566,How to find proper parameter settings for a given optimization algorithm?,"algorithm,optimization",1,0,,,,
2315,2,,1478765325,2,,3576,,,,1,,2106,,
2316,2,,1478777086,1,,42,,,,0,,2314,,
2317,2,,1478797411,2,,3526,,,,0,,2301,,
2319,1,,1478865859,9,521,3592,Can the English language ever be generalized using a set of grammar rules?,"ai-design,natural-language,natural-language-processing,language-processing",4,2,1,,,
2320,2,,1478866672,2,,3592,,,,2,,2274,,
2322,2,,1478949366,9,,3020,,,,4,,2319,,
2323,2,,1478955101,2,,33,,,,2,,2319,,
2324,1,2337,1478981729,1,255,3604,Must AGI lead to ASI?,"philosophy,intelligence-testing,agi,human-like,ultraintelligent-machine",1,1,1,,,
2325,1,2329,1478997596,0,131,3589,"Which are the good tools, similar to ChatScript, for building chat/sms based bots?","ai-design,natural-language,language-processing",1,2,,,1479093367,
2326,1,,1479007759,1,47,3296,A* Algorithm undefined name error,algorithm,1,2,,,1479044989,
2327,2,,1479024120,2,,3614,,,,0,,2326,,
2328,1,2509,1479044241,1,205,3602,On essential humanlike drives and intelligence,"machine-learning,cognitive-science",2,10,1,,,
2329,2,,1479055402,0,,3623,,,,0,,2325,,
2330,1,,1479057571,5,1861,2424,When will the number of neurons in AI systems equal the human brain?,"neurons,prediction",5,2,3,,,
2331,2,,1479063456,6,,1462,,,,7,,2330,,
2333,2,,1479068964,2,,2424,,,,2,,2330,,
2334,2,,1479070948,10,,3020,,,,1,,2330,,
2335,1,,1479074139,2,28,3627,Knapsack of mixture with constraints,"optimization,evolutionary-algorithms,heuristics",0,2,,,,
2337,2,,1479080893,1,,2227,,,,1,,2324,,
2338,1,,1479098697,1,249,2424,When will artificial intelligence equal human intelligence?,"intelligence-testing,prediction",2,2,,,,
2339,2,,1479099687,2,,2227,,,,0,,2338,,
2341,2,,1479250589,2,,3601,,,,7,,2328,,
2342,1,2687,1479260147,5,107,3673,How does A* search work given there are (more than) two goal states?,"search,heuristics",2,0,,,,
2344,2,,1479291383,5,,42,,,,0,,2342,,
2345,2,,1479315906,1,,3684,,,,2,,111,,
2346,2,,1479344872,2,,3690,,,,0,,2338,,
2347,1,,1479367359,3,218,1581,Could artificial intelligence cause problems for humanity after figuring out human behavior?,social,2,0,1,,,
2348,2,,1479370727,5,,3592,,,,1,,2347,,
2349,1,2384,1479375984,5,245,3702,Are ReLUs incapable of solving certain problems?,neural-networks,2,0,1,,,
2350,2,,1479453812,2,,3702,,,,3,,2349,,
2351,1,2355,1479460603,2,558,46,Is the QuickDraw with Google neural net a convolutional neural network?,"neural-networks,image-recognition,convolutional-neural-networks",1,1,,,,
2353,1,,1479495735,4,332,3601,How can a general AI determine/verify what is true/real?,"machine-learning,deep-network,agi,unassisted-learning,heuristics",4,2,1,,,
2354,2,,1479514449,3,,3690,,,,4,,2353,,
2355,2,,1479554346,6,,3745,,,,0,,2351,,
2356,1,2359,1479576314,8,284,3748,Would an AI with human intelligence have the same rights as a human under current legal frameworks?,"strong-ai,control-problem,legal",6,2,3,,,
2357,2,,1479581192,0,,3601,,,,0,,2356,,
2358,2,,1479582023,2,,3601,,,,0,,2277,,
2359,2,,1479587677,6,,1657,,,,2,,2356,,
2360,2,,1479605701,3,,3427,,,,0,,2356,,
2361,2,,1479606616,6,,3427,,,,0,,2277,,
2363,1,2364,1479692697,7,527,3763,Is a Sobel filter for edge detection a type of Cellular Neural Network?,"neural-networks,matlab",1,0,1,,,
2364,2,,1479725820,5,,46,,,,0,,2363,,
2365,2,,1479726317,1,,46,,,,0,,2356,,
2366,1,2560,1479733821,5,1199,3768,What are the most important components in the algorithm of a minimum AI?,"algorithm,ai-design",2,2,3,,,
2367,1,,1479755163,0,1401,3773,How to convert string to number and number to string efficiently?,machine-learning,3,3,,,,
2368,2,,1479768946,1,,3690,,,,0,,2367,,
2369,2,,1479771830,2,,2227,,,,0,,2367,,
2370,1,,1479792482,3,71,2189,boltzmann machine; from logistic function to boltzmann distribution,"neural-networks,deep-learning,boltzmann-machine",0,2,,,1480006772,
2371,1,,1479812311,5,94,3788,Using ConceptNet5 to find similar systems to solve specific problems?,"problem-solving,world-knowledge",1,0,,,,
2372,2,,1479812525,2,,46,,,,0,,2286,,
2373,1,2374,1479827353,4,138,3748,Will AIs make most of the scientific discoveries in 50 years?,"control-problem,world-knowledge",3,2,,,,
2374,2,,1479868432,4,,3601,,,,1,,2373,,
2375,2,,1479874474,0,,3803,,,,0,,2353,,
2376,2,,1479890376,2,,3808,,,,0,,2277,,
2377,2,,1479893489,2,,3809,,,,0,,2353,,
2378,2,,1479906742,0,,3812,,,,0,,2373,,
2380,2,,1479991310,0,,3598,,,,0,,2373,,
2381,1,5301,1480028609,6,178,2227,What are the parts and the general framework of OpenCog?,"agi,architecture",2,0,1,,,
2384,2,,1480075368,1,,3856,,,,1,,2349,,
2385,2,,1480076945,0,,3861,,,,0,,2353,,
2386,2,,1480078027,2,,3861,,,,0,,2381,,
2387,2,,1480100700,0,,3861,,,,1,,2371,,
2388,2,,1480107933,2,,2306,,,,1,,2277,,
2390,2,,1480138485,4,,3861,,,,2,,2366,,
2392,1,,1480166367,2,343,3872,iOS/Android Neural Network App,"neural-networks,machine-learning,applications",1,1,1,,,
2393,2,,1480170992,1,,3874,,,,0,,2277,,
2394,2,,1480171999,3,,3874,,,,0,,2356,,
2395,2,,1480201365,1,,3885,,,,1,,2392,,
2396,2,,1480225118,0,,3887,,,,2,,2330,,
2397,2,,1480225269,0,,3887,,,,0,,2367,,
2398,1,,1480226025,3,217,3763,Is Cellular Neural Network (CNN) Neural Network?,"machine-learning,unsupervised-learning",0,1,,,,
2399,2,,1480234844,1,,3891,,,,0,,2277,,
2400,1,,1480267460,-6,155,3896,Is it possible for an AI to work in a computer without the power cord being plugged in?,"control-problem,ultraintelligent-machine,theorics,automation",5,7,,,,
2401,2,,1480271825,4,,1462,,,,2,,2400,,
2402,2,,1480300527,1,,3874,,,,0,,2400,,
2403,1,,1480301706,2,218,3907,Dataset containing images of varying dimensions and orientations,"deep-learning,deep-network,datasets",1,2,1,,,
2404,1,,1480306690,5,265,3908,How many nodes/hidden layers are required to solve a classification problem where the boundary is a sinusoidal function?,"neural-networks,hidden-layers,neurons,artificial-neuron",1,3,,,,
2405,1,,1480360254,3,933,3920,Negative reward (penalty) in policy gradient reinforcement learning,reinforcement-learning,2,1,,,,
2407,2,,1480388165,4,,3855,,,,0,,1989,,
2408,2,,1480422219,1,,3771,,,,1,,2400,,
2409,1,,1480464632,4,533,1581,How can we connect artificial intelligence with cognitive psychology?,"philosophy,history,definitions,ethics,cognitive-science",2,4,1,,,
2410,2,,1480484160,1,,3948,,,,0,,2400,,
2411,2,,1480492889,1,,3951,,,,0,,2403,,
2412,1,,1480493179,5,228,3952,Genetic Algorithms to Optimise ANNs,"neural-networks,image-recognition,genetic-algorithms,matlab",1,0,3,,,
2414,2,,1480558687,7,,3601,,,,3,,2409,,
2415,1,,1480582494,0,120,3893,Why is the Universal Declaration of Human Rights not included as statement on the AI?,"ai-design,ethics,logic,value-alignment",1,2,1,,,
2416,2,,1480583973,2,,1671,,,,4,,2415,,
2417,1,2418,1480591719,1,67,1671,Can programs like AlphaGo be said to be means of dealing with computational intractability?,"machine-learning,game-theory",1,0,,,,
2418,2,,1480617711,2,,1462,,,,3,,2417,,
2419,1,2423,1480625017,1,1176,3642,Difference between Reproduction and Crossover in Genetic Algorithm,genetic-algorithms,1,0,1,,,
2420,2,,1480645124,2,,3989,,,,0,,1289,,
2421,2,,1480655903,2,,3991,,,,0,,2319,,
2422,1,,1480692246,3,79,2888,What techniques can be used to predict future attendance of students for a particular subject lecture session?,structured-data,2,2,,,,
2423,2,,1480711914,3,,42,,,,0,,2419,,
2424,2,,1480725282,3,,4007,,,,1,,2422,,
2425,2,,1480728184,1,,3601,,,,4,,2422,,
2427,1,2440,1480740743,3,439,4011,How close have we come to passing the Turing Test?,turing-test,3,0,2,,,
2428,2,,1480761226,1,,4017,,,,0,,2427,,
2429,1,,1480805337,10,996,4027,Importance of Sanskrit,"ai-design,nasa,cyborg",2,2,4,,,
2430,1,2431,1480809419,-2,142,3896,How is it possible for an AI to interact with someone without a computer screen?,strong-ai,2,2,,,,
2431,2,,1480826842,2,,4034,,,,10,,2430,,
2432,2,,1480893789,9,,3989,,,,2,,2429,,
2433,2,,1480955311,0,,4065,,,,0,,2430,,
2436,1,,1481046420,2,89,4088,Can I categorise the user input which I get as free text?,natural-language-processing,1,1,,,,
2437,1,,1481069661,0,181,4085,Is it possible to train deep learning agent to pass a multiple-choice exam?,deep-learning,2,5,,,,
2438,2,,1481090209,4,,2329,,,,0,,2437,,
2439,1,,1481091041,4,366,4111,Which methods or algorithms to develop a learning application?,"machine-learning,deep-learning,algorithm,ai-design,path-planning",4,5,1,,,
2440,2,,1481091606,5,,2329,,,,0,,2427,,
2441,1,,1481093998,6,339,3427,Should intelligent AI be granted the same rights as humans?,"strong-ai,legal",5,0,4,,,
2443,1,2445,1481187693,3,340,,What could possibly replace artificial intelligence?,"strong-ai,prediction",3,1,1,,,user4138
2445,2,,1481193729,5,,3427,,,,6,,2443,,
2448,2,,1481250991,0,,4152,,,,4,,2441,,
2449,1,,1481337846,2,4760,4163,What are different actions in action space of environment of 'Pong-v0' game from openai gym?,"gaming,reinforcement-learning",3,2,3,,,
2451,1,,1481377290,1,467,4173,How to efficiently interpret phrases in a Python AI?,algorithm,1,2,1,,,
2452,1,2453,1481387130,1,81,181,"Are CRUD webapps today the modern version of the ""expert system""?","definitions,expert-system",2,0,,,,
2453,2,,1481394265,3,,2329,,,,0,,2452,,
2454,2,,1481395869,1,,33,,,,0,,2452,,
2455,2,,1481428891,5,,4185,,,,1,,1507,,
2456,2,,1481432400,1,,198,,,,0,,2451,,
2460,2,,1481450517,0,,4196,,,,1,,2127,,
2461,2,,1481455688,0,,4198,,,,0,,1946,,
2462,1,,1481458504,2,89,4199,"How to determine the probability of an ""existence"" question","fuzzy-logic,reasoning,logic",2,2,1,,,
2463,2,,1481488968,0,,4196,,,,0,,2437,,
2468,2,,1481519719,2,,1657,,,,0,,1946,,
2469,2,,1481524057,0,,1671,,,,0,,2427,,
2470,2,,1481536369,2,,4026,,,,5,,2443,,
2472,1,,1481653064,7,215,4244,Are probabilistic models dead ends in AI?,"agi,probabilistic",2,2,2,,,
2473,1,,1481653299,2,266,4245,Perceptron learning,"machine-learning,algorithm,learning-algorithms",1,3,,,,
2474,1,2502,1481695638,2,213,3555,How could human behavior and relationships be implemented?,"ai-design,emotional-intelligence,knowledge-representation",3,2,,,,
2475,1,2506,1481712961,7,3483,4259,How to train a chatbot,"neural-networks,chat-bots,recurrent-neural-networks,lstm",1,0,3,,,
2477,1,2478,1481745616,10,533,1581,Could an Artificial Intelligent Program be an existential threat to Humanity?,"human-like,applications,human-inspired,cyberterrorism",2,2,2,,,
2478,2,,1481750644,3,,4267,,,,1,,2477,,
2479,2,,1481757505,2,,4152,,,,0,,2439,,
2480,2,,1481776508,2,,4279,,,,1,,2473,,
2481,1,2501,1481810000,2,131,2352,How to make a bot to learn from previous games,ai-design,2,1,,,,
2482,1,,1481810493,2,108,1670,Neural Networks unmatched on MNIST?,"neural-networks,history",1,0,,,,
2483,2,,1481813015,0,,4268,,,,0,,2481,,
2484,2,,1481841845,6,,3427,,,,0,,2477,,
2486,2,,1481882992,2,,2227,,,,2,,2482,,
2490,1,2507,1482016435,4,186,4327,How to detect an emerging A.I,human-like,2,0,,,,
2491,2,,1482023008,2,,3427,,,,10,,2490,,
2492,1,,1482033814,-2,70,4330,How can a virtual reality system be made artificially intelligent?,untagged,1,1,1,,,
2494,2,,1482039312,1,,181,,,,0,,2492,,
2495,2,,1482046167,2,,3278,,,,0,,2474,,
2496,2,,1482046848,2,,3278,,,,0,,1630,,
2497,2,,1482047366,1,,3278,,,,0,,2356,,
2498,1,2525,1482047930,3,145,181,"Are AI researchers more likely to follow ""conservative anthropocentrism"" or ""post-human fundamentalism"" in deciding whether AI has moral standing?",ethics,3,2,,,,
2499,2,,1482061509,0,,4302,,,,1,,2441,,
2500,2,,1482072420,4,,4337,,,,9,,2441,,
2501,2,,1482072956,2,,1675,,,,0,,2481,,
2502,2,,1482074246,2,,1675,,,,0,,2474,,
2503,2,,1482076226,1,,1675,,,,1,,2441,,
2504,2,,1482082886,0,,4338,,,,0,,2443,,
2506,2,,1482122828,6,,2227,,,,2,,2475,,
2507,2,,1482129179,1,,2227,,,,1,,2490,,
2508,1,,1482134672,2,204,4353,Good books to read on Artificial/Recurrent Neural Networks?,"neural-networks,convolutional-neural-networks,recurrent-neural-networks",1,5,,,1482205486,
2509,2,,1482146134,0,,4302,,,,0,,2328,,
2511,2,,1482155129,0,,4361,,,,2,,2508,,
2512,1,,1482169293,1,147,4363,Is the advent of a technological singularity a solution to the Fermi Paradox?,singularity,2,2,1,,,
2513,2,,1482189162,2,,2227,,,,0,,2512,,
2514,1,,1482209055,8,280,2444,Why teaching only searching algorithms in a short introductory AI course?,"philosophy,search",3,2,2,,,
2515,1,,1482231564,2,59,4244,"Are we supposed to ""decide"" ethics for Intelligent Systems?","deep-network,ai-design,strong-ai,ethics,intelligent-agent",1,0,1,,,
2516,1,2522,1482248103,3,267,4244,Can an AI be killed in an infinite loop?,"ai-design,agi,intelligent-agent,control-problem",1,3,,,,
2517,1,,1482249057,1,61,4378,Whats the name of the value that you add or subtract from a minimax tree node?,"reinforcement-learning,minimax",2,1,,,,
2518,1,,1482271687,1,966,3642,What is the difference between a Hopfield Network and a Neural Network or a Perceptron?,neural-networks,2,0,,,,
2519,2,,1482273060,0,,4361,,,,0,,2518,,
2520,1,,1482274386,4,191,3642,What kind of algorithm is the Levenberg–Marquardt algorithm?,"algorithm,backpropagation",1,0,,,,
2521,2,,1482281614,2,,1467,,,,0,,2514,,
2522,2,,1482282272,4,,1467,,,,0,,2516,,
2523,2,,1482282905,2,,1467,,,,0,,2520,,
2524,1,,1482313657,10,546,4394,What makes neural networks so good at predictions?,neural-networks,4,1,2,,,
2525,2,,1482323172,4,,4398,,,,5,,2498,,
2526,1,,1482323215,5,824,3642,Differentiable activation function,neural-networks,5,4,2,,,
2527,2,,1482327411,3,,1675,,,,0,,2526,,
2528,1,,1482327953,0,55,4402,What techniques are used in practice to generate MDP models?,"machine-learning,monte-carlo-tree-search",1,0,,,,
2529,2,,1482329910,2,,1675,,,,0,,2515,,
2530,1,2537,1482330950,4,145,4402,What techniques are used to make MDP discrete state space manageable?,machine-learning,1,0,2,,,
2531,1,2534,1482342396,0,155,3642,How do you explain Hebbian Learning in an intuitive way?,neural-networks,1,1,,,,
2534,2,,1482350973,4,,1462,,,,0,,2531,,
2535,1,2543,1482470430,5,66,4421,Define rules for the predicate,prolog,1,2,,,,
2536,2,,1482473968,3,,4424,,,,0,,2518,,
2537,2,,1482480795,4,,4398,,,,3,,2530,,
2538,2,,1482491316,2,,4244,,,,0,,1461,,
2539,2,,1482492331,5,,4244,,,,1,,2526,,
2540,2,,1482539512,2,,4424,,,,0,,2526,,
2541,2,,1482567452,3,,4398,,,,0,,2404,,
2542,1,2565,1482613688,0,201,4435,Concept of AI program,ai-design,2,0,1,,,
2543,2,,1482638709,3,,4398,,,,2,,2535,,
2544,2,,1482641315,0,,4398,,,,0,,2542,,
2545,1,,1482686648,1,114,3642,Perceptron algorithm,neural-networks,1,0,,,,
2546,2,,1482694359,2,,4424,,,,4,,2545,,
2547,1,,1482710367,3,234,4444,Is there anything novel about Zuckerberg's Jarvis?,"ai-design,intelligent-agent",1,0,1,,,
2548,1,,1482711849,6,813,3642,Perceptron vs Naive Bayes,neural-networks,1,2,2,,,
2554,2,,1482788832,4,,1462,,,,2,,2547,,
2555,1,2556,1482810479,2,171,4466,How close are we to having an AI that can play Magic: The Gathering objectively well?,"gaming,training",1,3,,,,
2556,2,,1482844913,3,,3601,,,,0,,2555,,
2558,1,,1482894432,0,42,4488,Could style transfer be used to transfer the style of a website from one to another?,ai-design,1,0,,,,
2559,2,,1482917474,1,,4302,,,,0,,2558,,
2560,2,,1482922890,3,,4302,,,,0,,2366,,
2562,1,,1483015867,-1,147,4519,What is the proof that no AI can become smarter than its creator?,"strong-ai,agi,theorics",3,2,,,,
2563,1,,1483022559,1,34,4521,Backpropagation in Decoupled Neural Interfaces,"neural-networks,backpropagation,artificial-neuron",0,2,,,,
2564,1,,1483025079,6,364,4522,Game AI without evaluation function,gaming,1,0,,,,
2565,2,,1483026024,3,,33,,,,0,,2542,,
2566,2,,1483026173,1,,1712,,,,0,,2562,,
2569,2,,1483028588,0,,1712,,,,0,,2441,,
2570,2,,1483028848,0,,1712,,,,0,,2498,,
2571,2,,1483034669,4,,1462,,,,0,,2514,,
2572,2,,1483039136,3,,2227,,,,0,,2524,,
2573,2,,1483042476,2,,2227,,,,0,,88,,
2574,2,,1483043454,4,,2227,,,,10,,2564,,
2576,2,,1483067844,1,,4528,,,,0,,2562,,
2577,1,,1483070993,1,78,3642,Is it possible to design a Neural Network from feature plots?,"neural-networks,unassisted-learning",1,4,1,,,
2578,1,2579,1483078799,1,45,181,Are there any refutation of the original Lovelace Test?,intelligence-testing,1,0,,,,
2579,2,,1483080147,3,,2329,,,,0,,2578,,
2580,1,2585,1483081351,1,729,4532,Making a simple ai like Jarvis,"neural-networks,machine-learning,deep-learning,convolutional-neural-networks,natural-language-processing",1,1,,,,
2582,2,,1483118637,1,,4302,,,,1,,2498,,
2583,1,2586,1483120839,0,258,4531,Terminology: DBN vs stacked RBM,"deep-network,terminology,boltzmann-machine",1,0,,,,
2584,2,,1483125784,2,,4543,,,,0,,2436,,
2585,2,,1483130980,3,,4544,,,,0,,2580,,
2586,2,,1483132085,1,,2227,,,,4,,2583,,
2587,2,,1483151818,3,,1807,,,,2,,2577,,
2588,1,,1483151977,1,189,4550,Why doesnt my Neural Network work?,"neural-networks,backpropagation",1,7,,,,
2589,2,,1483154353,2,,4424,,,,4,,2588,,
2590,1,2596,1483160223,3,112,4424,How to decide Linear Separability in my Neural Net work?,neural-networks,1,0,,,,
2591,2,,1483250553,0,,4439,,,,0,,2524,,
2593,2,,1483251314,1,,4439,,,,0,,2548,,
2594,1,,1483261325,2,86,4563,"Conversational agent,query","neural-networks,machine-learning,deep-learning,natural-language,language-processing",0,1,,,,
2595,2,,1483319389,0,,3763,,,,0,,2524,,
2596,2,,1483324312,4,,4480,,,,1,,2590,,
2598,1,2601,1483334119,4,211,4579,Feasibility of generating large images with a convnet,"neural-networks,machine-learning,deep-learning,convolutional-neural-networks",1,0,1,,,
2599,1,2600,1483346356,2,255,4463,What kind of Algorithm is used is StackGAN to process realistic Images,"ai-design,algorithm,language-processing,evolutionary-algorithms,text-summarization",2,0,,,,
2600,2,,1483357035,3,,4579,,,,2,,2599,,
2601,2,,1483368063,2,,4581,,,,0,,2598,,
2602,1,2609,1483408614,1,288,4590,Confusing Matlab Artificial Neural Toolbox script,"neural-networks,machine-learning",1,2,,,1489562386,
2603,1,,1483416634,2,98,4591,"With gradient descent w/MSE on a regression, must/should every Epoch use the exact same training samples?","statistical-ai,linear-regression",1,0,,,,
2604,1,,1483441422,1,290,4605,Neural Network learning to play Connect 4,"neural-networks,artificial-neuron,neat",2,1,1,,,
2606,2,,1483545413,5,,4631,,,,0,,2604,,
2609,2,,1483616252,0,,3576,,,,0,,2602,,
2610,2,,1483619484,1,,4652,,,,5,,2603,,
2611,2,,1483639909,1,,4302,,,,2,,1507,,
2612,1,2613,1483660967,4,62,4661,Use ConvNet to predict bitmap,"neural-networks,convolutional-neural-networks,computer-vision",1,0,,,,
2613,2,,1483668537,4,,2227,,,,1,,2612,,
2614,1,2615,1483676693,5,347,4664,What are the state space and the state transition function in AI?,"training,terminology",1,0,,,,
2615,2,,1483690299,7,,3020,,,,0,,2614,,
2617,1,,1483707977,0,171,4680,Create a Bayesian network using inference by enumeration,algorithm,0,2,,,,
2618,1,,1483722786,2,412,4684,Bag-of-Words (BoW) model in image detection,"machine-learning,classification",1,2,0,,,
2619,1,,1483753142,4,257,4550,When do mutations in NEAT occur?,"neural-networks,evolutionary-algorithms,neat",1,0,,,,
2623,1,2630,1483825724,7,180,4707,Role of bayesian inference in reasoning systems,"knowledge-representation,reasoning",1,0,2,,,
2626,1,,1483904797,1,238,4728,Is there any way can teach AI creative painting (not convert photo to paint)?,"machine-learning,research,algorithm,image-recognition",1,1,,,,
2627,1,2629,1483907055,0,280,2933,How to create an AI Voice Assistant using windows speech recognition?,"ai-design,friendly-ai,new-ai",1,2,,,1483960178,
2629,2,,1483928983,1,,,,,,0,,2627,,user4639
2630,2,,1483947996,5,,33,,,,1,,2623,,
2631,2,,1483967668,2,,2329,,,,3,,2626,,
2632,1,2633,1483997896,8,321,4747,Are the shortcomings of neural networks diminishing?,neural-networks,2,0,2,,,
2633,2,,1484001294,4,,1846,,,,4,,2632,,
2634,1,,1484014543,6,193,4754,What exactly are the differences between semantic and lexical-semantic networks?,"terminology,definitions,semantics",2,0,1,,,
2635,2,,1484047309,2,,3576,,,,0,,2618,,
2637,1,6993,1484088244,3,191,4773,MCTS: Terminal (leaf) nodes in selection step,monte-carlo-tree-search,1,1,,,,
2638,1,2641,1484100157,2,66,4034,"How can I generate What, why, who types of questions from ""Gap-fill-in"" type of questions?","machine-learning,natural-language",1,0,1,,,
2639,1,,1484104797,5,302,4550,Questions to the NEAT Algorithm,"neural-networks,deep-network,evolutionary-algorithms,neat",1,0,0,,,
2640,2,,1484111461,4,,4779,,,,1,,2619,,
2641,2,,1484115390,4,,1675,,,,0,,2638,,
2642,1,2643,1484195461,0,209,181,"How can one distinguish between an AI and a ""sufficiently advanced algorithm""?",definitions,3,0,0,,,
2643,2,,1484213044,3,,4801,,,,0,,2642,,
2644,1,2657,1484230549,4,317,4802,How would AI be able to self-examine?,"machine-learning,deep-learning",5,0,2,,,
2645,1,,1484243786,2,339,4807,Are we at an inflection point in AI?,"machine-learning,strong-ai",3,0,1,,,
2646,1,,1484255213,7,773,4809,How to stop people abusing AI?,ethics,3,5,2,,,
2647,2,,1484260010,1,,4801,,,,0,,2644,,
2648,2,,1484265857,1,,4801,,,,0,,2645,,
2649,1,,1484280110,1,107,4627,Using YodaQA with a non-Wikipedia source,"ai-design,natural-language",0,2,1,,,
2650,2,,1484281705,2,,4801,,,,1,,2639,,
2653,2,,1484284267,9,,181,,,,2,,2646,,
2654,2,,1484339241,1,,1462,,,,5,,2645,,
2655,1,2678,1484367482,0,633,4801,Which is the most succesful AI project so far?,social,3,6,2,,,
2656,2,,1484368770,0,,,,,,1,,2655,,user4822
2657,2,,1484368962,4,,190,,,,0,,2644,,
2658,1,2660,1484384316,4,126,4824,"Is the 'direction' considered, when determining the branching factor in bidirectional search?","search,branching-factors",1,0,,,,
2659,2,,1484391410,1,,4828,,,,0,,2644,,
2660,2,,1484411167,4,,3020,,,,0,,2658,,
2661,2,,1484432411,1,,1675,,,,0,,2642,,
2662,2,,1484439332,2,,1807,,,,0,,2655,,
2663,1,2667,1484449424,2,204,4834,How does a google choose it's autocomplete solution,search,1,0,,,,
2664,2,,1484454010,0,,4828,,,,0,,2642,,
2666,2,,1484469007,2,,4828,,,,1,,2319,,
2667,2,,1484473908,3,,4839,,,,0,,2663,,
2668,1,,1484475662,2,68,4841,AI that knows when its being spoken to,"neural-networks,machine-learning,deep-learning,deep-network,intelligent-agent",2,1,1,,,
2669,1,2671,1484495742,3,45,4802,Lets suppose that we have an AI that can interpret requests,"strong-ai,natural-language,problem-solving,computational-linguistics",1,0,,,,
2670,2,,1484499966,3,,4844,,,,0,,2668,,
2671,2,,1484523195,4,,2227,,,,0,,2669,,
2672,1,,1484529461,3,456,113,Using crowdsourcing for deep learning,"neural-networks,machine-learning,deep-learning,deep-network",1,0,1,,,
2673,2,,1484531630,3,,1675,,,,1,,2668,,
2674,2,,1484535547,-1,,4828,,,,2,,2274,,
2675,1,,1484552496,11,5000,4856,(How) can the 7 AI problem characteristics help me decide on an approach to a solution?,"ai-design,algorithm,reference-request",2,3,5,,,
2676,1,,1484568094,4,54,4862,Correcting 'bad' translations in a sequence-to-sequence neural machine translation model,"machine-learning,models",1,0,,,,
2678,2,,1484573464,7,,4865,,,,2,,2655,,
2680,2,,1484586595,7,,3601,,,,1,,2646,,
2681,1,2690,1484586680,6,404,4869,AI Algorithm for Sarcasm,"machine-learning,algorithm",2,6,2,,,
2684,2,,1484688321,0,,4891,,,,0,,2274,,
2687,2,,1484711573,2,,4893,,,,0,,2342,,
2688,2,,1484712172,3,,4893,,,,0,,2306,,
2689,1,,1484721511,6,131,4550,How does the Mating in NEAT take place,"neural-networks,genetic-algorithms,genetic-programming,neat",1,0,,,,
2690,2,,1484757224,6,,3601,,,,0,,2681,,
2691,2,,1484787364,0,,4903,,,,0,,2681,,
2692,1,2696,1484798225,3,1530,4920,Is it a good idea to pay for an Deep Learning course?,"deep-learning,unassisted-learning",5,2,4,,1489926996,
2693,1,2697,1484804265,1,33,4922,Hardware immutability and sentience,"artificial-neuron,hardware,signal-processing",1,3,0,,,
2694,1,2695,1484814182,3,120,4854,What is the difference between AI and machine learning programs?,"machine-learning,ai-community",1,1,1,,1484860687,
2695,2,,1484820385,0,,1671,,,,0,,2694,,
2696,2,,1484821881,11,,1671,,,,2,,2692,,
2697,2,,1484822678,3,,1671,,,,0,,2693,,
2698,2,,1484823848,1,,1671,,,,2,,2645,,
2699,2,,1484854999,-1,,4932,,,,1,,2646,,
2700,1,,1484859101,2,403,4933,"Text Categorization using LSTM, word embeddings","neural-networks,recurrent-neural-networks,lstm,wordvector",0,0,2,,,
2701,1,2702,1484862580,2,371,4920,Artificial life simulator,"neural-networks,machine-learning,genetic-algorithms",1,7,0,,1484900701,
2702,2,,1484870963,2,,4801,,,,2,,2701,,
2703,1,,1484959330,5,119,4950,Could AI used to generate questions from a database input?,"machine-learning,gaming,natural-language",1,0,,,,
2704,2,,1484962073,4,,4801,,,,3,,2703,,
2706,1,,1484992950,4,308,4801,Why is the Turing test so popular?,turing-test,5,3,0,,,
2707,2,,1485079047,0,,3335,,,,0,,2644,,
2708,1,2710,1485089116,2,92,4975,"Would linked Watson supercomputers be even ""smarter"" than one Watson?","watson,problem-solving",1,0,,,,
2709,1,,1485089427,4,199,4974,Berkeley AI Course Question on Nearly Zero Sum Games,research,1,2,,,,
2710,2,,1485113789,0,,3335,,,,0,,2708,,
2711,2,,1485122282,2,,3601,,,,0,,2709,,
2712,1,,1485123776,5,187,4982,Have any Schema-agnostic database engine been implemented?,"natural-language,knowledge-representation",1,3,1,,,
